order_id,order_date,customer_name,product_name,category,quantity,unit_price,total_amount,warehouse,region,payment_status,order_status,dispatch_date,delivery_date
610,2025-03-10,Customer_157,Soap,Personal Care,20,500,10000.0,WH-A,Sylhet,Paid,Pending,2025-03-15,2025-03-20
611,2025-01-21,Customer_129,Tea,Foods,1,250,250.0,WH-C,Rajshahi,Failed,Cancelled,2025-01-25,2025-01-27
612,2025-05-02,,Shampoo,Personal Care,13,350,4550.0,WH-A,Dhaka,Pending,Delivered,,2025-05-06
613,2025-06-21,Customer_53,Toothpaste,Personal Care,14,180,2520.0,WH-A,Chattogram,Pending,Dispatched,2025-06-23,2025-06-30
614,2025-03-05,Customer_199,Tea,Foods,11,350,3850.0,WH-A,Sylhet,Failed,Dispatched,2025-03-09,2025-03-13
615,2025-06-06,,Tea,Foods,11,350,3850.0,WH-C,Dhaka,,Delivered,,2025-06-16
616,2025-03-04,Customer_102,Detergent,Home Care,15,120,1800.0,WH-C,Dhaka,Failed,Dispatched,2025-03-09,2025-03-14
617,2025-03-16,Customer_227,Lotion,Beauty,2,180,360.0,WH-B,Khulna,Pending,Pending,2025-03-20,2025-03-24
618,2025-01-14,Customer_119,Detergent,Home Care,10,500,5000.0,WH-C,Rajshahi,Paid,Delivered,2025-01-19,2025-01-21
619,2025-02-04,Customer_83,Shampoo,Personal Care,19,500,9500.0,WH-B,Dhaka,Paid,Dispatched,2025-02-08,2025-02-12
620,2025-01-24,Customer_178,Lotion,Beauty,7,350,2450.0,WH-C,Chattogram,Failed,Delivered,2025-01-27,2025-01-30
621,2025-06-12,,Soap,Personal Care,4,350,1400.0,WH-C,Rajshahi,Failed,Pending,,2025-06-16
622,2025-01-12,Customer_145,Detergent,Home Care,18,350,6300.0,WH-C,Chattogram,Paid,Pending,2025-01-14,2025-01-17
623,2025-03-20,Customer_197,Shampoo,Personal Care,2,350,700.0,WH-B,Khulna,Failed,Pending,2025-03-23,2025-03-29
624,2025-01-01,Customer_65,Soap,Personal Care,5,180,900.0,WH-A,Rajshahi,Pending,Dispatched,2025-01-06,2025-01-13
625,2025-05-07,Customer_151,Lotion,Beauty,1,500,500.0,WH-C,Rajshahi,Pending,Dispatched,2025-05-09,2025-05-11
626,2025-06-03,Customer_226,Detergent,Home Care,3,500,1500.0,WH-C,Khulna,Failed,Pending,2025-06-04,2025-06-06
627,2025-01-15,Customer_38,Soap,Personal Care,6,180,1080.0,WH-A,Sylhet,Failed,Cancelled,2025-01-18,2025-01-19
628,2025-01-28,Customer_42,Toothpaste,Personal Care,3,120,360.0,WH-C,Khulna,Failed,Pending,2025-02-01,2025-02-03
629,2025-01-10,Customer_77,Detergent,Home Care,19,250,4750.0,WH-B,Khulna,Pending,Delivered,2025-01-11,2025-01-18
630,2025-01-17,Customer_35,Ice Cream,Foods,14,500,7000.0,WH-A,Khulna,,Dispatched,2025-01-20,2025-01-24
631,2025-06-06,Customer_147,Lotion,Beauty,7,180,1260.0,WH-C,Sylhet,Paid,Dispatched,2025-06-07,2025-06-08
632,2025-04-20,Customer_82,Tea,Foods,20,250,5000.0,WH-B,Sylhet,Failed,Cancelled,2025-04-25,2025-05-02
633,2025-05-08,Customer_162,Shampoo,Personal Care,20,500,10000.0,WH-B,Rajshahi,Paid,Pending,2025-05-13,2025-05-19
634,2025-01-01,Customer_120,Tea,Foods,10,180,1800.0,WH-C,Dhaka,Failed,Pending,2025-01-02,2025-01-03
635,2025-04-16,Customer_90,Ice Cream,Foods,20,350,7000.0,WH-C,Chattogram,Paid,Pending,2025-04-17,2025-04-20
636,2025-01-18,Customer_130,Tea,Foods,10,250,2500.0,WH-C,Khulna,Paid,Delivered,2025-01-21,2025-01-24
637,2025-04-12,Customer_246,Tea,Foods,11,250,2750.0,WH-A,Chattogram,Paid,Cancelled,2025-04-17,2025-04-22
638,2025-05-02,Customer_35,Ice Cream,Foods,11,350,3850.0,WH-B,Chattogram,Failed,Dispatched,2025-05-03,2025-05-09
639,2025-04-29,Customer_15,Ice Cream,Foods,18,250,4500.0,WH-C,Khulna,Failed,Cancelled,2025-05-03,2025-05-09
640,2025-02-23,Customer_85,Lotion,Beauty,18,120,2160.0,WH-B,Dhaka,Paid,Cancelled,2025-02-28,2025-03-06
641,2025-04-07,Customer_43,Ice Cream,Foods,1,250,250.0,WH-C,Sylhet,Pending,Pending,2025-04-12,2025-04-19
642,2025-06-30,Customer_9,Lotion,Beauty,4,250,1000.0,WH-B,Rajshahi,Paid,Dispatched,2025-07-03,2025-07-09
643,2025-03-19,Customer_78,Shampoo,Personal Care,12,350,4200.0,WH-A,Dhaka,Pending,Delivered,2025-03-21,2025-03-26
644,2025-04-24,Customer_205,Ice Cream,Foods,7,120,840.0,WH-B,Sylhet,Paid,Pending,2025-04-29,2025-04-30
645,2025-03-21,Customer_197,Toothpaste,Personal Care,16,500,8000.0,WH-A,Sylhet,Failed,Pending,2025-03-24,2025-03-26
646,2025-04-10,,Shampoo,Personal Care,2,350,700.0,WH-B,Dhaka,Failed,Delivered,,2025-04-16
647,2025-01-27,Customer_169,Toothpaste,Personal Care,15,120,1800.0,WH-C,Khulna,Paid,Cancelled,2025-02-01,2025-02-08
648,2025-02-21,Customer_71,Tea,Foods,7,250,1750.0,WH-C,Khulna,Pending,Delivered,2025-02-23,2025-02-26
649,2025-03-12,Customer_246,Toothpaste,Personal Care,5,180,900.0,WH-C,Sylhet,Failed,Delivered,2025-03-13,2025-03-14
650,2025-05-21,Customer_37,Shampoo,Personal Care,18,250,4500.0,WH-C,Khulna,Failed,Pending,2025-05-24,2025-05-27
651,2025-06-06,Customer_114,Shampoo,Personal Care,3,250,750.0,WH-A,Chattogram,Paid,Dispatched,2025-06-09,2025-06-14
652,2025-04-09,Customer_110,Tea,Foods,2,120,240.0,WH-B,Chattogram,Failed,Dispatched,2025-04-10,2025-04-11
653,2025-03-27,Customer_195,Lotion,Beauty,12,250,3000.0,WH-C,Sylhet,Paid,Dispatched,2025-03-29,2025-04-04
654,2025-06-28,Customer_117,Lotion,Beauty,5,120,600.0,WH-B,Rajshahi,Pending,Pending,2025-07-02,2025-07-03
655,2025-03-08,Customer_47,Shampoo,Personal Care,5,500,2500.0,WH-C,Khulna,Pending,Dispatched,2025-03-11,2025-03-15
656,2025-05-02,Customer_123,Detergent,Home Care,1,120,120.0,WH-B,Chattogram,Pending,Cancelled,2025-05-03,2025-05-06
657,2025-05-11,Customer_210,Lotion,Beauty,19,180,3420.0,WH-C,Dhaka,Pending,Delivered,2025-05-12,2025-05-16
658,2025-04-29,Customer_106,Ice Cream,Foods,10,500,5000.0,WH-A,Sylhet,Paid,Pending,2025-05-03,2025-05-08
659,2025-03-29,Customer_178,Detergent,Home Care,13,120,1560.0,WH-C,Rajshahi,Pending,Cancelled,2025-03-31,2025-04-07
660,2025-06-19,Customer_239,Lotion,Beauty,8,180,1440.0,WH-C,Sylhet,Pending,Delivered,2025-06-20,2025-06-26
661,2025-03-25,Customer_211,Lotion,Beauty,20,350,7000.0,WH-B,Chattogram,Pending,Dispatched,2025-03-30,2025-03-31
662,2025-06-25,Customer_210,Soap,Personal Care,20,120,2400.0,WH-B,Khulna,Pending,Delivered,2025-06-30,2025-07-07
663,2025-05-29,Customer_38,Soap,Personal Care,7,180,1260.0,WH-C,Chattogram,Pending,Cancelled,2025-05-30,2025-06-06
664,2025-04-25,,Detergent,Home Care,20,500,10000.0,WH-B,Khulna,Failed,Cancelled,,2025-04-29
665,2025-05-30,Customer_131,Detergent,Home Care,12,120,1440.0,WH-B,Chattogram,Pending,Delivered,2025-05-31,2025-06-05
666,2025-01-01,Customer_92,Toothpaste,Personal Care,18,120,2160.0,WH-A,Khulna,Paid,Pending,2025-01-06,2025-01-13
667,2025-06-10,Customer_98,Detergent,Home Care,19,350,6650.0,WH-B,Rajshahi,Pending,Pending,2025-06-13,2025-06-19
668,2025-02-05,Customer_99,Tea,Foods,6,350,2100.0,WH-B,Rajshahi,Paid,Cancelled,2025-02-07,2025-02-12
669,2025-01-03,Customer_5,Ice Cream,Foods,5,180,900.0,WH-A,Rajshahi,Failed,Dispatched,2025-01-04,2025-01-10
670,2025-06-14,Customer_117,Shampoo,Personal Care,3,180,540.0,WH-C,Sylhet,Pending,Pending,2025-06-18,2025-06-25
671,2025-05-22,Customer_91,Detergent,Home Care,17,350,5950.0,WH-A,Chattogram,Pending,Delivered,2025-05-26,2025-05-30
672,2025-05-09,Customer_238,Lotion,Beauty,16,180,2880.0,WH-C,Sylhet,Pending,Delivered,2025-05-12,2025-05-16
673,2025-06-30,Customer_149,Soap,Personal Care,19,350,6650.0,WH-B,Dhaka,Paid,Cancelled,2025-07-03,2025-07-04
674,2025-05-14,Customer_63,Detergent,Home Care,17,120,2040.0,WH-B,Dhaka,Failed,Cancelled,2025-05-19,2025-05-20
675,2025-05-17,Customer_117,Lotion,Beauty,2,250,500.0,WH-C,Rajshahi,Failed,Cancelled,2025-05-18,2025-05-22
676,2025-03-16,Customer_178,Detergent,Home Care,12,250,3000.0,WH-C,Khulna,Failed,Cancelled,2025-03-18,2025-03-19
677,2025-02-13,Customer_169,Soap,Personal Care,16,500,8000.0,WH-B,Sylhet,Paid,Cancelled,2025-02-18,2025-02-19
678,2025-05-10,Customer_201,Detergent,Home Care,3,180,540.0,WH-B,Khulna,Paid,Cancelled,2025-05-11,2025-05-18
679,2025-01-29,Customer_233,Toothpaste,Personal Care,9,120,1080.0,WH-C,Chattogram,Failed,Dispatched,2025-02-03,2025-02-05
680,2025-06-29,Customer_47,Toothpaste,Personal Care,6,250,1500.0,WH-C,Dhaka,Pending,Delivered,2025-07-01,2025-07-05
681,2025-05-07,Customer_99,Shampoo,Personal Care,20,180,3600.0,WH-A,Rajshahi,Failed,Pending,2025-05-11,2025-05-18
682,2025-01-14,Customer_210,Shampoo,Personal Care,19,250,4750.0,WH-A,Dhaka,Paid,Dispatched,2025-01-17,2025-01-24
683,2025-05-02,Customer_98,Detergent,Home Care,16,250,4000.0,WH-C,Rajshahi,Pending,Cancelled,2025-05-07,2025-05-09
684,2025-01-04,Customer_115,Shampoo,Personal Care,17,350,5950.0,WH-B,Khulna,Failed,Delivered,2025-01-07,2025-01-14
685,2025-04-21,Customer_220,Soap,Personal Care,18,250,4500.0,WH-B,Khulna,Pending,Cancelled,2025-04-26,2025-05-02
686,2025-06-17,Customer_119,Ice Cream,Foods,4,250,1000.0,WH-C,Chattogram,Failed,Pending,2025-06-22,2025-06-26
687,2025-03-22,Customer_173,Lotion,Beauty,11,180,1980.0,WH-A,Dhaka,Paid,Dispatched,2025-03-27,2025-03-28
688,2025-06-25,,Soap,Personal Care,17,120,2040.0,WH-C,Khulna,Pending,Pending,,2025-07-02
689,2025-01-24,Customer_169,Soap,Personal Care,1,500,500.0,WH-A,Sylhet,Failed,Delivered,2025-01-25,2025-01-30
690,2025-06-04,Customer_169,Tea,Foods,4,120,480.0,WH-C,Sylhet,Paid,Delivered,2025-06-06,2025-06-10
691,2025-03-17,Customer_240,Tea,Foods,6,250,1500.0,WH-A,Rajshahi,Pending,Dispatched,2025-03-21,2025-03-27
692,2025-02-11,Customer_199,Tea,Foods,11,250,2750.0,WH-A,Rajshahi,,Cancelled,2025-02-12,2025-02-15
693,2025-02-15,Customer_126,Soap,Personal Care,9,250,2250.0,WH-A,Sylhet,Pending,Pending,2025-02-19,2025-02-20
694,2025-02-06,Customer_111,Tea,Foods,16,120,1920.0,WH-A,Sylhet,Failed,Delivered,2025-02-11,2025-02-18
695,2025-01-09,Customer_147,Detergent,Home Care,9,120,1080.0,WH-C,Khulna,Pending,Delivered,2025-01-10,2025-01-11
696,2025-01-10,Customer_39,Detergent,Home Care,5,120,600.0,WH-C,Khulna,Pending,Delivered,2025-01-14,2025-01-17
697,2025-04-22,Customer_187,Lotion,Beauty,16,350,5600.0,WH-A,Sylhet,Paid,Delivered,2025-04-26,2025-05-03
698,2025-05-26,Customer_86,Detergent,Home Care,16,120,1920.0,WH-C,Khulna,Pending,Delivered,2025-05-31,2025-06-03
699,2025-05-17,Customer_216,Tea,Foods,3,250,750.0,WH-B,Khulna,Failed,Pending,2025-05-20,2025-05-21
700,2025-04-09,Customer_179,Shampoo,Personal Care,18,120,2160.0,WH-B,Dhaka,Failed,Cancelled,2025-04-11,2025-04-14
701,2025-02-18,Customer_50,Detergent,Home Care,3,350,1050.0,WH-A,Sylhet,Paid,Dispatched,2025-02-20,2025-02-21
702,2025-06-14,Customer_137,Detergent,Home Care,3,500,1500.0,WH-B,Dhaka,Paid,Cancelled,2025-06-17,2025-06-21
703,2025-04-14,Customer_207,Soap,Personal Care,11,120,1320.0,WH-C,Sylhet,Pending,Pending,2025-04-15,2025-04-17
704,2025-01-19,Customer_37,Tea,Foods,19,180,3420.0,WH-B,Dhaka,Pending,Delivered,2025-01-20,2025-01-26
705,2025-02-14,Customer_211,Shampoo,Personal Care,5,120,600.0,WH-A,Rajshahi,Failed,Pending,2025-02-15,2025-02-18
706,2025-01-28,Customer_153,Ice Cream,Foods,19,120,2280.0,WH-C,Chattogram,Paid,Pending,2025-01-29,2025-02-02
707,2025-03-25,Customer_148,Detergent,Home Care,11,350,3850.0,WH-C,Chattogram,Pending,Pending,2025-03-26,2025-04-01
708,2025-02-14,Customer_31,Ice Cream,Foods,2,500,1000.0,WH-B,Chattogram,Pending,Pending,2025-02-17,2025-02-18
709,2025-02-12,Customer_237,Tea,Foods,12,500,6000.0,WH-C,Dhaka,Paid,Delivered,2025-02-16,2025-02-18
710,2025-02-10,Customer_21,Ice Cream,Foods,20,350,7000.0,WH-A,Dhaka,Paid,Delivered,2025-02-11,2025-02-15
711,2025-04-17,Customer_33,Tea,Foods,19,250,4750.0,WH-A,Chattogram,,Cancelled,2025-04-21,2025-04-27
712,2025-03-03,Customer_178,Lotion,Beauty,15,350,5250.0,WH-A,Sylhet,Paid,Dispatched,2025-03-05,2025-03-10
713,2025-03-31,Customer_143,Lotion,Beauty,3,250,750.0,WH-A,Chattogram,Paid,Delivered,2025-04-04,2025-04-05
714,2025-05-10,Customer_198,Lotion,Beauty,12,500,6000.0,WH-C,Chattogram,Pending,Delivered,2025-05-12,2025-05-16
715,2025-06-25,Customer_46,Shampoo,Personal Care,4,180,720.0,WH-A,Dhaka,Paid,Cancelled,2025-06-29,2025-07-03
716,2025-03-06,Customer_207,Toothpaste,Personal Care,7,350,2450.0,WH-B,Dhaka,Paid,Delivered,2025-03-09,2025-03-14
717,2025-01-08,Customer_30,Lotion,Beauty,6,180,1080.0,WH-A,Chattogram,Failed,Dispatched,2025-01-12,2025-01-17
718,2025-04-18,Customer_174,Lotion,Beauty,19,250,4750.0,WH-B,Chattogram,Paid,Cancelled,2025-04-20,2025-04-26
719,2025-04-16,Customer_229,Shampoo,Personal Care,4,180,720.0,WH-A,Dhaka,Pending,Dispatched,2025-04-18,2025-04-22
720,2025-02-25,Customer_46,Soap,Personal Care,14,180,2520.0,WH-B,Khulna,Paid,Dispatched,2025-03-02,2025-03-06
721,2025-03-11,Customer_33,Tea,Foods,7,250,1750.0,WH-A,Sylhet,Paid,Cancelled,2025-03-13,2025-03-16
722,2025-04-28,Customer_195,Shampoo,Personal Care,4,350,1400.0,WH-B,Chattogram,Pending,Pending,2025-05-02,2025-05-04
723,2025-05-28,Customer_59,Ice Cream,Foods,20,180,3600.0,WH-A,Rajshahi,Failed,Dispatched,2025-06-02,2025-06-09
724,2025-05-02,Customer_4,Ice Cream,Foods,7,500,3500.0,WH-C,Rajshahi,Failed,Pending,2025-05-06,2025-05-09
725,2025-05-29,Customer_243,Shampoo,Personal Care,11,350,3850.0,WH-A,Sylhet,Paid,Dispatched,2025-05-31,2025-06-05
726,2025-05-10,Customer_136,Soap,Personal Care,2,350,700.0,WH-B,Rajshahi,Failed,Delivered,2025-05-11,2025-05-15
727,2025-01-22,Customer_4,Detergent,Home Care,16,180,2880.0,WH-C,Rajshahi,Paid,Pending,2025-01-27,2025-02-03
728,2025-06-15,Customer_123,Toothpaste,Personal Care,10,180,1800.0,WH-C,Khulna,Paid,Dispatched,2025-06-16,2025-06-17
729,2025-01-07,Customer_198,Ice Cream,Foods,19,500,9500.0,WH-A,Rajshahi,Paid,Cancelled,2025-01-11,2025-01-15
730,2025-06-10,Customer_229,Tea,Foods,15,120,1800.0,WH-C,Khulna,Failed,Delivered,2025-06-11,2025-06-15
731,2025-06-28,Customer_148,Toothpaste,Personal Care,14,250,3500.0,WH-A,Dhaka,Failed,Cancelled,2025-07-03,2025-07-08
732,2025-06-22,Customer_29,Tea,Foods,2,500,1000.0,WH-B,Khulna,Pending,Delivered,2025-06-25,2025-06-26
733,2025-06-15,Customer_18,Toothpaste,Personal Care,12,180,2160.0,WH-C,Chattogram,Paid,Cancelled,2025-06-20,2025-06-26
734,2025-06-16,Customer_241,Shampoo,Personal Care,18,120,2160.0,WH-C,Chattogram,Failed,Pending,2025-06-20,2025-06-26
735,2025-05-09,Customer_14,Toothpaste,Personal Care,12,250,3000.0,WH-A,Khulna,Pending,Dispatched,2025-05-13,2025-05-16
736,2025-02-01,Customer_137,Detergent,Home Care,17,500,8500.0,WH-C,Sylhet,Pending,Dispatched,2025-02-05,2025-02-11
737,2025-02-18,Customer_21,Lotion,Beauty,12,120,1440.0,WH-B,Chattogram,Pending,Delivered,2025-02-22,2025-02-23
738,2025-01-29,Customer_39,Soap,Personal Care,6,250,1500.0,WH-A,Sylhet,Failed,Delivered,2025-01-31,2025-02-04
739,2025-02-03,Customer_108,Toothpaste,Personal Care,14,500,7000.0,WH-B,Dhaka,Pending,Pending,2025-02-07,2025-02-10
740,2025-05-14,Customer_149,Soap,Personal Care,1,180,180.0,WH-B,Khulna,Pending,Dispatched,2025-05-17,2025-05-21
741,2025-02-03,Customer_203,Detergent,Home Care,10,500,5000.0,WH-B,Chattogram,Pending,Cancelled,2025-02-06,2025-02-08
742,2025-04-01,Customer_245,Toothpaste,Personal Care,2,180,360.0,WH-A,Sylhet,Paid,Cancelled,2025-04-04,2025-04-08
743,2025-02-11,Customer_11,Shampoo,Personal Care,6,180,1080.0,WH-B,Sylhet,Paid,Dispatched,2025-02-13,2025-02-14
744,2025-02-22,Customer_9,Toothpaste,Personal Care,12,180,2160.0,WH-C,Khulna,Pending,Pending,2025-02-27,2025-03-05
745,2025-02-11,Customer_32,Toothpaste,Personal Care,15,500,7500.0,WH-A,Rajshahi,Pending,Pending,2025-02-16,2025-02-19
746,2025-01-02,Customer_85,Detergent,Home Care,11,180,1980.0,WH-C,Khulna,Pending,Cancelled,2025-01-07,2025-01-12
747,2025-05-25,,Ice Cream,Foods,19,180,3420.0,WH-A,Rajshahi,Paid,Pending,,2025-06-01
748,2025-03-20,Customer_159,Tea,Foods,18,120,2160.0,WH-A,Rajshahi,Pending,Delivered,2025-03-21,2025-03-25
749,2025-06-14,Customer_135,Toothpaste,Personal Care,2,500,1000.0,WH-A,Khulna,Paid,Delivered,2025-06-16,2025-06-21
750,2025-06-23,Customer_101,Soap,Personal Care,18,350,6300.0,WH-A,Rajshahi,Pending,Delivered,2025-06-24,2025-06-29
751,2025-02-07,Customer_99,Tea,Foods,12,350,4200.0,WH-B,Dhaka,Pending,Cancelled,2025-02-11,2025-02-14
752,2025-05-24,Customer_187,Toothpaste,Personal Care,10,350,3500.0,WH-B,Rajshahi,Pending,Cancelled,2025-05-25,2025-05-27
753,2025-02-05,Customer_23,Shampoo,Personal Care,14,350,4900.0,WH-A,Chattogram,Pending,Dispatched,2025-02-10,2025-02-15
754,2025-01-17,Customer_97,Ice Cream,Foods,17,250,4250.0,WH-A,Dhaka,Pending,Cancelled,2025-01-22,2025-01-29
755,2025-04-29,Customer_235,Detergent,Home Care,6,500,3000.0,WH-A,Chattogram,Paid,Dispatched,2025-05-04,2025-05-11
756,2025-01-11,Customer_150,Toothpaste,Personal Care,18,350,6300.0,WH-B,Rajshahi,Failed,Dispatched,2025-01-14,2025-01-21
757,2025-02-09,Customer_245,Shampoo,Personal Care,1,120,120.0,WH-C,Rajshahi,Paid,Cancelled,2025-02-12,2025-02-15
758,2025-06-26,Customer_31,Detergent,Home Care,6,350,2100.0,WH-B,Rajshahi,Paid,Cancelled,2025-06-28,2025-06-29
759,2025-04-22,Customer_176,Lotion,Beauty,16,500,8000.0,WH-B,Dhaka,Pending,Delivered,2025-04-25,2025-05-01
760,2025-05-29,Customer_82,Ice Cream,Foods,9,180,1620.0,WH-B,Chattogram,Pending,Pending,2025-05-30,2025-06-01
761,2025-04-18,Customer_75,Soap,Personal Care,9,250,2250.0,WH-B,Sylhet,Failed,Delivered,2025-04-21,2025-04-22
762,2025-01-25,Customer_43,Lotion,Beauty,7,180,1260.0,WH-C,Khulna,Pending,Cancelled,2025-01-30,2025-02-06
763,2025-05-17,Customer_211,Toothpaste,Personal Care,12,120,1440.0,WH-A,Dhaka,Paid,Cancelled,2025-05-22,2025-05-25
764,2025-03-29,Customer_56,Toothpaste,Personal Care,16,350,5600.0,WH-A,Sylhet,Paid,Pending,2025-03-31,2025-04-01
765,2025-06-26,Customer_137,Ice Cream,Foods,18,500,9000.0,WH-C,Sylhet,Failed,Delivered,2025-07-01,2025-07-08
766,2025-01-30,Customer_123,Detergent,Home Care,15,120,1800.0,WH-B,Khulna,Failed,Cancelled,2025-02-01,2025-02-02
767,2025-05-14,Customer_182,Shampoo,Personal Care,15,500,7500.0,WH-B,Dhaka,Failed,Delivered,2025-05-17,2025-05-19
768,2025-06-26,Customer_33,Shampoo,Personal Care,5,180,900.0,WH-A,Chattogram,Paid,Dispatched,2025-06-28,2025-07-01
769,2025-01-05,Customer_111,Tea,Foods,4,120,480.0,WH-A,Chattogram,Paid,Delivered,2025-01-09,2025-01-16
770,2025-01-16,Customer_233,Ice Cream,Foods,17,500,8500.0,WH-B,Dhaka,Paid,Cancelled,2025-01-20,2025-01-21
771,2025-02-01,Customer_151,Tea,Foods,1,120,120.0,WH-A,Chattogram,Failed,Cancelled,2025-02-06,2025-02-08
772,2025-03-13,Customer_91,Soap,Personal Care,3,180,540.0,WH-A,Sylhet,Failed,Pending,2025-03-18,2025-03-21
773,2025-01-26,Customer_4,Lotion,Beauty,19,120,2280.0,WH-C,Chattogram,Failed,Pending,2025-01-31,2025-02-07
774,2025-01-02,Customer_236,Toothpaste,Personal Care,6,500,3000.0,WH-C,Rajshahi,Pending,Pending,2025-01-03,2025-01-05
775,2025-04-01,Customer_55,Detergent,Home Care,4,180,720.0,WH-C,Chattogram,Pending,Delivered,2025-04-05,2025-04-09
776,2025-04-30,Customer_35,Ice Cream,Foods,11,120,1320.0,WH-B,Khulna,Failed,Cancelled,2025-05-01,2025-05-06
777,2025-03-25,Customer_99,Lotion,Beauty,2,120,240.0,WH-B,Rajshahi,Failed,Cancelled,2025-03-29,2025-03-30
778,2025-05-22,Customer_219,Tea,Foods,15,180,2700.0,WH-B,Chattogram,Paid,Dispatched,2025-05-26,2025-05-29
779,2025-01-04,Customer_27,Tea,Foods,12,180,2160.0,WH-B,Rajshahi,Failed,Delivered,2025-01-08,2025-01-14
780,2025-04-13,,Soap,Personal Care,5,350,1750.0,WH-A,Dhaka,Pending,Pending,,2025-04-19
781,2025-04-14,Customer_215,Toothpaste,Personal Care,7,500,3500.0,WH-B,Rajshahi,Pending,Cancelled,2025-04-15,2025-04-17
782,2025-05-02,Customer_125,Ice Cream,Foods,13,250,3250.0,WH-C,Khulna,Paid,Dispatched,2025-05-07,2025-05-11
783,2025-05-06,Customer_161,Soap,Personal Care,4,250,1000.0,WH-A,Dhaka,Paid,Delivered,2025-05-10,2025-05-12
784,2025-06-23,Customer_98,Ice Cream,Foods,3,350,1050.0,WH-C,Khulna,Paid,Cancelled,2025-06-24,2025-06-26
785,2025-01-20,,Lotion,Beauty,20,120,2400.0,WH-B,Chattogram,Pending,Dispatched,,2025-02-01
786,2025-05-19,Customer_221,Detergent,Home Care,17,250,4250.0,WH-C,Sylhet,Paid,Delivered,2025-05-22,2025-05-29
787,2025-04-26,Customer_97,Detergent,Home Care,4,350,1400.0,WH-B,Rajshahi,Paid,Delivered,2025-04-29,2025-05-06
788,2025-06-30,Customer_111,Shampoo,Personal Care,18,250,4500.0,WH-A,Khulna,Failed,Dispatched,2025-07-02,2025-07-06
789,2025-06-22,Customer_142,Detergent,Home Care,4,500,2000.0,WH-C,Sylhet,Failed,Dispatched,2025-06-26,2025-07-02
790,2025-05-10,Customer_68,Detergent,Home Care,18,180,3240.0,WH-B,Sylhet,Pending,Cancelled,2025-05-11,2025-05-15
791,2025-01-16,Customer_12,Ice Cream,Foods,10,250,2500.0,WH-A,Khulna,Pending,Delivered,2025-01-17,2025-01-22
792,2025-01-25,Customer_92,Ice Cream,Foods,11,350,3850.0,WH-B,Khulna,Paid,Pending,2025-01-29,2025-02-01
793,2025-06-01,Customer_17,Shampoo,Personal Care,8,250,2000.0,WH-B,Dhaka,Pending,Pending,2025-06-02,2025-06-08
794,2025-01-10,Customer_222,Soap,Personal Care,18,250,,WH-B,Sylhet,Failed,Dispatched,2025-01-14,2025-01-20
795,2025-05-31,Customer_97,Toothpaste,Personal Care,1,350,350.0,WH-C,Rajshahi,Pending,Delivered,2025-06-01,2025-06-04
796,2025-06-26,Customer_128,Ice Cream,Foods,16,120,1920.0,WH-C,Khulna,Paid,Cancelled,2025-06-28,2025-07-01
797,2025-05-08,Customer_218,Toothpaste,Personal Care,14,180,2520.0,WH-C,Chattogram,Pending,Cancelled,2025-05-09,2025-05-16
798,2025-04-13,Customer_191,Soap,Personal Care,10,500,5000.0,WH-A,Sylhet,Paid,Cancelled,2025-04-15,2025-04-20
799,2025-05-16,Customer_54,Toothpaste,Personal Care,3,500,1500.0,WH-B,Dhaka,Failed,Cancelled,2025-05-20,2025-05-24
800,2025-06-19,Customer_52,Lotion,Beauty,10,350,3500.0,WH-B,Rajshahi,Pending,Dispatched,2025-06-24,2025-06-27
801,2025-01-05,Customer_48,Tea,Foods,18,180,3240.0,WH-C,Rajshahi,Paid,Dispatched,2025-01-10,2025-01-17
802,2025-04-22,Customer_161,Toothpaste,Personal Care,18,500,9000.0,WH-A,Sylhet,Paid,Cancelled,2025-04-27,2025-05-03
803,2025-02-08,Customer_112,Detergent,Home Care,5,180,900.0,WH-B,Khulna,Paid,Pending,2025-02-11,2025-02-18
804,2025-03-15,Customer_176,Ice Cream,Foods,14,250,3500.0,WH-C,Chattogram,Pending,Pending,2025-03-17,2025-03-20
805,2025-01-08,Customer_212,Soap,Personal Care,5,180,900.0,WH-B,Rajshahi,Pending,Dispatched,2025-01-10,2025-01-17
806,2025-02-10,Customer_8,Detergent,Home Care,2,180,360.0,WH-B,Khulna,Failed,Pending,2025-02-13,2025-02-15
807,2025-01-06,Customer_230,Tea,Foods,2,350,700.0,WH-A,Khulna,Failed,Cancelled,2025-01-07,2025-01-14
808,2025-04-04,Customer_242,Ice Cream,Foods,3,350,1050.0,WH-C,Chattogram,Paid,Delivered,2025-04-05,2025-04-09
809,2025-05-14,Customer_239,Lotion,Beauty,17,120,2040.0,WH-C,Khulna,Pending,Delivered,2025-05-19,2025-05-26
810,2025-03-22,Customer_150,Shampoo,Personal Care,20,120,2400.0,WH-C,Rajshahi,Failed,Pending,2025-03-25,2025-04-01
811,2025-01-28,Customer_249,Detergent,Home Care,7,180,1260.0,WH-B,Rajshahi,Pending,Cancelled,2025-01-30,2025-02-01
812,2025-05-06,Customer_180,Ice Cream,Foods,19,120,2280.0,WH-A,Khulna,Failed,Dispatched,2025-05-11,2025-05-14
813,2025-02-07,Customer_184,Detergent,Home Care,8,250,2000.0,,Khulna,Paid,Delivered,2025-02-10,2025-02-14
814,2025-03-06,Customer_80,Ice Cream,Foods,2,180,360.0,WH-C,Khulna,Failed,Delivered,2025-03-11,2025-03-15
